,SPY
2017-03-04,"['7.024', '10.751', '9.464', '-0.39399999999999996', '4.2410000000000005', '5.865', '4.787', '-0.33899999999999997', '387.0', '488.91', '215.8', '-0.47200000000000003', '0.452', '0.5539999999999999', '-0.106', '2017-03-04']"
2017-03-05,"['3.582', '10.472000000000001', '9.568999999999999', '-0.72', '2.069', '5.636', '4.854', '-0.735', '141.0', '485.73400000000004', '223.649', '-1.541', '0.511', '0.526', '0.03', '2017-03-05']"
2017-03-06,"['-1.713', '9.482999999999999', '9.668', '-1.158', '-4.007', '4.986000000000001', '5.19', '-1.733', '439.0', '476.00800000000004', '220.419', '-0.168', '0.424', '1.263', '-0.124', '2017-03-06']"
2017-03-07,"['1.579', '8.736', '8.995', '-0.7959999999999999', '0.15', '4.754', '4.637', '-0.993', '700.0', '469.483', '222.66', '1.035', '0.314', '1.686', '0.447', '2017-03-07']"
2017-03-08,"['-12.157', '6.585', '9.821', '-1.9080000000000001', '-3.645', '3.859', '4.785', '-1.568', '658.0', '468.01099999999997', '221.24400000000003', '0.8590000000000001', '0.34', '1.528', '0.10800000000000001', '2017-03-08']"
2017-03-09,"['-7.327999999999999', '5.746', '10.325', '-1.266', '-3.721', '3.389', '5.1', '-1.3940000000000001', '674.0', '472.08', '224.58700000000002', '0.899', '0.45', '1.607', '-0.092', '2017-03-09']"
2017-03-10,"['-8.495', '4.707', '10.770999999999999', '-1.226', '-3.2739999999999996', '2.841', '5.3420000000000005', '-1.145', '645.0', '479.783', '226.729', '0.7290000000000001', '0.37200000000000005', '1.537', '-0.044000000000000004', '2017-03-10']"
2017-03-11,"['1.3359999999999999', '4.631', '10.675999999999998', '-0.309', '2.037', '2.8489999999999998', '5.287999999999999', '-0.154', '375.0', '489.996', '213.924', '-0.5379999999999999', '0.504', '0.57', '-0.046', '2017-03-11']"
2017-03-12,"['4.637', '4.558', '10.713', '0.006999999999999999', '2.852', '2.823', '5.296', '0.005', '139.0', '490.50300000000004', '218.607', '-1.608', '0.425', '0.49200000000000005', '-0.10099999999999999', '2017-03-12']"
2017-03-13,"['0.9840000000000001', '4.047', '10.493', '-0.292', '-0.857', '2.411', '5.191', '-0.63', '338.0', '490.55', '217.283', '-0.7020000000000001', '0.447', '0.655', '-0.187', '2017-03-13']"
2017-03-14,"['-5.897', '2.594', '9.1', '-0.9329999999999999', '-4.73', '1.705', '4.612', '-1.395', '577.0', '485.67800000000005', '221.19299999999998', '0.413', '0.39299999999999996', '0.905', '0.036000000000000004', '2017-03-14']"
2017-03-15,"['-5.497999999999999', '2.21', '9.205', '-0.8370000000000001', '-5.232', '1.5390000000000001', '4.69', '-1.444', '528.0', '484.273', '220.429', '0.198', '0.46799999999999997', '0.727', '0.027999999999999997', '2017-03-15']"
2017-03-16,"['14.991', '3.16', '9.456', '1.251', '6.457999999999999', '2.157', '4.467', '0.963', '718.0', '492.121', '225.675', '1.001', '0.355', '1.516', '-0.228', '2017-03-16']"
2017-03-17,"['2.915', '2.346', '8.776', '0.065', '2.485', '1.896', '4.272', '0.138', '486.0', '489.50199999999995', '222.329', '-0.016', '0.36200000000000004', '0.679', '0.043', '2017-03-17']"
2017-03-18,"['0.515', '2.023', '8.783', '-0.172', '0.15', '1.692', '4.285', '-0.36', '307.0', '498.82099999999997', '211.095', '-0.909', '0.505', '0.508', '0.06', '2017-03-18']"
2017-03-19,"['0.12300000000000001', '1.6740000000000002', '8.65', '-0.179', '0.777', '1.504', '4.178', '-0.174', '124.0', '494.338', '219.885', '-1.6840000000000002', '0.49200000000000005', '0.496', '-0.019', '2017-03-19']"
2017-03-20,"['6.183', '1.567', '8.665', '0.5329999999999999', '3.6260000000000003', '1.4180000000000001', '4.202', '0.526', '359.0', '487.749', '220.451', '-0.584', '0.423', '0.747', '0.036000000000000004', '2017-03-20']"
2017-03-21,"['0.044000000000000004', '1.165', '8.415', '-0.133', '-1.653', '1.037', '4.07', '-0.6609999999999999', '742.0', '486.27', '228.31099999999998', '1.12', '0.35200000000000004', '1.855', '-0.34700000000000003', '2017-03-21']"
2017-03-22,"['-26.331999999999997', '-1.162', '9.066', '-2.7760000000000002', '-14.522', '-0.024', '4.863', '-2.9810000000000003', '969.0', '484.713', '234.80599999999998', '2.062', '0.36200000000000004', '1.935', '0.013000000000000001', '2017-03-22']"
2017-03-23,"['2.515', '-0.752', '8.696', '0.376', '3.6439999999999997', '0.36200000000000004', '4.428999999999999', '0.741', '608.0', '491.959', '247.765', '0.46799999999999997', '0.37799999999999995', '1.545', '0.162', '2017-03-23']"
2017-03-24,"['5.754', '-1.344', '8.781', '0.8079999999999999', '4.963', '0.043', '4.544', '1.083', '617.0', '502.046', '248.551', '0.462', '0.368', '1.597', '-0.111', '2017-03-24']"
2017-03-25,"['-10.513', '-3.062', '9.035', '-0.825', '-3.7680000000000002', '-1.005', '4.547', '-0.608', '564.0', '510.231', '230.701', '0.233', '0.436', '1.501', '0.042', '2017-03-25']"
2017-03-26,"['-1.484', '-3.2030000000000003', '8.82', '0.195', '-0.31', '-1.127', '4.484', '0.182', '137.0', '502.159', '244.36900000000003', '-1.494', '0.45299999999999996', '0.49700000000000005', '0.013000000000000001', '2017-03-26']"
2017-03-27,"['-10.307', '-3.3810000000000002', '8.906', '-0.778', '-6.986000000000001', '-1.374', '4.662', '-1.204', '556.0', '496.651', '238.262', '0.249', '0.473', '1.735', '0.10099999999999999', '2017-03-27']"
2017-03-28,"['12.595999999999998', '-1.899', '9.157', '1.5830000000000002', '9.709', '-0.54', '5.1080000000000005', '2.006', '642.0', '487.216', '239.31900000000002', '0.647', '0.375', '1.585', '0.319', '2017-03-28']"
2017-03-29,"['17.776', '-0.895', '9.641', '1.9369999999999998', '10.609000000000002', '-0.07', '5.1339999999999995', '2.08', '599.0', '486.402', '239.15200000000002', '0.47100000000000003', '0.396', '1.455', '-0.078', '2017-03-29']"
2017-03-30,"['11.027000000000001', '0.161', '10.042', '1.082', '6.6610000000000005', '0.35100000000000003', '5.186', '1.217', '446.0', '479.116', '238.072', '-0.139', '0.395', '0.8490000000000001', '0.028999999999999998', '2017-03-30']"
2017-03-31,"['6.9239999999999995', '0.583', '10.122', '0.626', '5.457000000000001', '0.518', '5.192', '0.951', '378.0', '476.98', '237.613', '-0.41700000000000004', '0.47600000000000003', '0.727', '-0.006', '2017-03-31']"
2017-04-01,"['8.301', '0.779', '10.245', '0.7340000000000001', '5.194', '0.535', '5.199', '0.8959999999999999', '310.0', '486.397', '227.205', '-0.7759999999999999', '0.503', '0.618', '-0.085', '2017-04-01']"
2017-04-02,"['4.325', '0.941', '10.345999999999998', '0.327', '2.785', '0.58', '5.218', '0.423', '101.0', '481.41', '236.00599999999997', '-1.6119999999999999', '0.604', '0.495', '0.018000000000000002', '2017-04-02']"
2017-04-03,"['2.228', '1.379', '10.273', '0.083', '0.552', '0.772', '5.186', '-0.043', '312.0', '472.467', '237.52900000000002', '-0.6759999999999999', '0.47100000000000003', '0.662', '-0.19', '2017-04-03']"
2017-04-04,"['1.724', '1.8630000000000002', '10.12', '-0.013999999999999999', '1.983', '1.179', '5.127999999999999', '0.157', '420.0', '459.745', '242.09799999999998', '-0.16399999999999998', '0.455', '0.589', '0.102', '2017-04-04']"
2017-04-05,"['7.664', '1.6030000000000002', '10.078', '0.601', '5.132999999999999', '1.052', '5.09', '0.802', '440.0', '450.44800000000004', '237.065', '-0.044000000000000004', '0.43200000000000005', '0.757', '-0.066', '2017-04-05']"
2017-04-06,"['-9.578', '1.001', '10.319', '-1.025', '-6.037999999999999', '0.591', '5.274', '-1.2570000000000001', '683.0', '459.611', '243.646', '0.917', '0.37', '1.712', '-0.055999999999999994', '2017-04-06']"
2017-04-07,"['-11.413', '0.49200000000000005', '10.536', '-1.13', '-9.389', '0.086', '5.694', '-1.6640000000000001', '610.0', '471.60699999999997', '243.90200000000002', '0.5670000000000001', '0.377', '1.489', '0.0', '2017-04-07']"
2017-04-08,"['-7.675', '0.42100000000000004', '10.46', '-0.774', '-3.642', '0.155', '5.455', '-0.696', '314.0', '479.858', '233.62599999999998', '-0.71', '0.51', '0.55', '0.025', '2017-04-08']"
2017-04-09,"['3.658', '0.192', '10.527999999999999', '0.32899999999999996', '2.066', '0.055999999999999994', '5.432', '0.37', '125.0', '478.56800000000004', '239.21200000000002', '-1.4780000000000002', '0.44799999999999995', '0.519', '0.002', '2017-04-09']"
2017-04-10,"['4.404', '0.191', '10.277000000000001', '0.41', '4.757', '0.132', '5.382000000000001', '0.8590000000000001', '289.0', '463.531', '237.822', '-0.7340000000000001', '0.516', '0.649', '-0.03', '2017-04-10']"
2017-04-11,"['1.88', '1.3630000000000002', '8.411', '0.061', '-1.584', '0.424', '4.537', '-0.44299999999999995', '542.0', '434.991', '201.912', '0.53', '0.402', '1.5330000000000001', '0.021', '2017-04-11']"
2017-04-12,"['-3.7569999999999997', '2.133', '8.581', '-0.6859999999999999', '-4.808', '0.82', '4.747', '-1.186', '531.0', '427.64', '197.295', '0.524', '0.384', '1.4240000000000002', '-0.14300000000000002', '2017-04-12']"
2017-04-13,"['-5.652', '1.53', '8.684', '-0.8270000000000001', '-3.469', '0.654', '4.633', '-0.89', '531.0', '425.82099999999997', '195.46400000000003', '0.5379999999999999', '0.379', '1.359', '0.11', '2017-04-13']"
2017-04-14,"['-11.025', '1.138', '9.134', '-1.3319999999999999', '-5.127000000000001', '0.512', '4.783', '-1.179', '385.0', '415.832', '188.139', '-0.16399999999999998', '0.444', '0.679', '0.049', '2017-04-14']"
2017-04-15,"['-1.646', '1.1909999999999998', '9.094', '-0.312', '-0.447', '0.5710000000000001', '4.7410000000000005', '-0.215', '116.0', '414.87800000000004', '193.021', '-1.548', '0.629', '0.474', '-0.021', '2017-04-15']"
2017-04-16,"['-3.553', '1.245', '8.998', '-0.5329999999999999', '-2.957', '0.583', '4.6530000000000005', '-0.7609999999999999', '128.0', '402.436', '200.842', '-1.3659999999999999', '0.414', '0.505', '-0.214', '2017-04-16']"
2017-04-17,"['-4.077', '0.9229999999999999', '8.89', '-0.562', '-2.822', '0.405', '4.593999999999999', '-0.703', '253.0', '381.226', '191.537', '-0.669', '0.494', '0.7809999999999999', '0.162', '2017-04-17']"
2017-04-18,"['0.036000000000000004', '-0.067', '7.69', '0.013000000000000001', '-0.747', '-0.067', '4.052', '-0.168', '525.0', '374.49800000000005', '189.195', '0.795', '0.392', '1.661', '-0.18100000000000002', '2017-04-18']"
2017-04-19,"['2.528', '-0.439', '7.285', '0.40700000000000003', '1.439', '-0.134', '3.9360000000000004', '0.4', '514.0', '374.55800000000005', '189.16400000000002', '0.737', '0.358', '1.385', '0.033', '2017-04-19']"
2017-04-20,"['-2.331', '-1.0390000000000001', '7.027', '-0.184', '0.47', '-0.307', '3.845', '0.20199999999999999', '500.0', '382.18300000000005', '193.377', '0.609', '0.41', '1.3159999999999998', '0.37200000000000005', '2017-04-20']"
2017-04-21,"['13.18', '-0.9059999999999999', '7.393', '1.906', '6.683', '-0.313', '3.9930000000000003', '1.7519999999999998', '533.0', '390.15', '194.74200000000002', '0.7340000000000001', '0.405', '1.6680000000000001', '-0.06', '2017-04-21']"
2017-04-22,"['0.5', '-1.176', '7.3020000000000005', '0.23', '1.828', '-0.376', '4.001', '0.551', '343.0', '399.34', '183.072', '-0.308', '0.469', '0.695', '0.14300000000000002', '2017-04-22']"
2017-04-23,"['-3.463', '-1.656', '7.126', '-0.254', '-2.556', '-0.775', '3.843', '-0.46299999999999997', '128.0', '399.77099999999996', '188.37099999999998', '-1.443', '0.469', '0.461', '-0.06', '2017-04-23']"
2017-04-24,"['8.029', '-1.0490000000000002', '7.419', '1.224', '7.004', '-0.365', '4.217', '1.7480000000000002', '415.0', '399.027', '186.52700000000002', '0.086', '0.46', '1.492', '0.067', '2017-04-24']"
2017-04-25,"['13.071', '-0.7509999999999999', '7.806', '1.771', '10.315', '-0.077', '4.623', '2.248', '570.0', '401.611', '191.104', '0.8809999999999999', '0.397', '1.517', '0.046', '2017-04-25']"
2017-04-26,"['6.787000000000001', '-0.35100000000000003', '7.502000000000001', '0.9520000000000001', '5.438', '0.151', '4.063', '1.301', '561.0', '395.164', '183.143', '0.9059999999999999', '0.39399999999999996', '1.6030000000000002', '-0.205', '2017-04-26']"
2017-04-27,"['-4.246', '0.02', '7.755', '-0.55', '-1.26', '0.382', '3.952', '-0.41600000000000004', '485.0', '389.494', '177.896', '0.537', '0.39', '1.379', '-0.057999999999999996', '2017-04-27']"
2017-04-28,"['6.245', '0.991', '7.455', '0.705', '0.188', '0.639', '3.8139999999999996', '-0.11800000000000001', '399.0', '389.466', '176.74400000000003', '0.054000000000000006', '0.396', '0.746', '-0.069', '2017-04-28']"
2017-04-29,"['2.343', '1.246', '7.72', '0.142', '2.17', '0.956', '3.9530000000000003', '0.307', '255.0', '395.907', '168.80700000000002', '-0.835', '0.5489999999999999', '0.474', '0.028999999999999998', '2017-04-29']"
2017-04-30,"['0.9640000000000001', '0.972', '7.697', '-0.001', '0.205', '0.8240000000000001', '3.907', '-0.158', '110.0', '395.49699999999996', '172.64700000000002', '-1.6540000000000001', '0.546', '0.462', '0.025', '2017-04-30']"
2017-05-01,"['1.777', '0.48200000000000004', '7.067', '0.183', '1.256', '0.58', '3.59', '0.188', '271.0', '384.92800000000005', '172.554', '-0.66', '0.483', '0.672', '-0.017', '2017-05-01']"
2017-05-02,"['7.23', '1.05', '7.117999999999999', '0.868', '3.113', '0.764', '3.6060000000000003', '0.6509999999999999', '386.0', '371.439', '168.304', '0.087', '0.45299999999999996', '0.662', '0.046', '2017-05-02']"
2017-05-03,"['-8.164', '1.2229999999999999', '6.992999999999999', '-1.3419999999999999', '-6.332000000000001', '0.75', '3.795', '-1.8659999999999999', '435.0', '366.46', '163.791', '0.418', '0.40700000000000003', '1.2570000000000001', '-0.26', '2017-05-03']"
2017-05-04,"['-3.117', '1.8090000000000002', '6.228', '-0.7909999999999999', '-1.422', '1.157', '3.234', '-0.7979999999999999', '459.0', '366.69', '162.541', '0.568', '0.42700000000000005', '1.568', '0.002', '2017-05-04']"
2017-05-05,"['1.4169999999999998', '1.869', '6.336', '-0.071', '1.425', '1.2819999999999998', '3.2', '0.045', '419.0', '382.083', '153.702', '0.24', '0.43', '0.757', '0.19399999999999998', '2017-05-05']"
2017-05-06,"['9.296', '2.331', '6.568', '1.06', '3.8689999999999998', '1.476', '3.234', '0.74', '291.0', '389.42900000000003', '144.02100000000002', '-0.6829999999999999', '0.512', '0.5589999999999999', '-0.037000000000000005', '2017-05-06']"
2017-05-07,"['3.528', '2.7489999999999997', '6.439', '0.121', '2.056', '1.7369999999999999', '3.161', '0.10099999999999999', '121.0', '387.708', '149.43200000000002', '-1.785', '0.512', '0.456', '-0.018000000000000002', '2017-05-07']"
2017-05-08,"['4.7010000000000005', '2.9360000000000004', '6.436', '0.27399999999999997', '2.742', '1.845', '3.1639999999999997', '0.28300000000000003', '285.0', '378.849', '148.578', '-0.632', '0.505', '0.78', '-0.188', '2017-05-08']"
2017-05-09,"['4.626', '3.145', '6.395', '0.23199999999999998', '3.5789999999999997', '1.996', '3.173', '0.499', '405.0', '368.49', '144.898', '0.252', '0.45899999999999996', '0.937', '0.046', '2017-05-09']"
2017-05-10,"['-2.286', '3.105', '6.254', '-0.862', '-1.109', '1.9569999999999999', '3.1260000000000003', '-0.981', '430.0', '365.39300000000003', '142.936', '0.452', '0.428', '1.2329999999999999', '-0.122', '2017-05-10']"
2017-05-11,"['-5.69', '2.1919999999999997', '5.979', '-1.318', '-5.6579999999999995', '1.318', '3.272', '-2.1319999999999997', '474.0', '364.009', '141.939', '0.775', '0.382', '1.686', '-0.20600000000000002', '2017-05-11']"
2017-05-12,"['-9.537', '1.984', '6.3660000000000005', '-1.81', '-6.466', '1.2329999999999999', '3.4', '-2.2640000000000002', '396.0', '358.791', '137.291', '0.271', '0.43200000000000005', '1.295', '-0.083', '2017-05-12']"
2017-05-13,"['3.14', '2.169', '6.4270000000000005', '0.151', '1.4369999999999998', '1.473', '3.117', '-0.012', '234.0', '366.92400000000004', '134.452', '-0.9890000000000001', '0.56', '0.48', '0.16699999999999998', '2017-05-13']"
2017-05-14,"['-1.814', '1.646', '6.462000000000001', '-0.535', '-0.879', '1.176', '3.089', '-0.665', '113.0', '358.895', '143.363', '-1.715', '0.496', '0.429', '-0.02', '2017-05-14']"
2017-05-15,"['1.5230000000000001', '1.213', '6.35', '0.049', '4.157', '1.114', '3.167', '0.961', '288.0', '345.68300000000005', '135.475', '-0.426', '0.479', '0.922', '0.133', '2017-05-15']"
2017-05-16,"['1.038', '0.486', '5.954', '0.09300000000000001', '-0.993', '0.478', '2.92', '-0.504', '457.0', '336.74800000000005', '133.464', '0.9009999999999999', '0.38299999999999995', '1.5719999999999998', '0.36200000000000004', '2017-05-16']"
2017-05-17,"['-9.584', '0.498', '6.785', '-1.486', '-9.667', '0.295', '3.8680000000000003', '-2.576', '617.0', '343.17800000000005', '143.543', '1.9080000000000001', '0.436', '2.219', '-0.134', '2017-05-17']"
2017-05-18,"['-16.901', '-0.69', '7.275', '-2.228', '-10.511', '-0.17800000000000002', '3.9339999999999997', '-2.627', '755.0', '355.87', '166.3', '2.4', '0.409', '2.1519999999999997', '0.031', '2017-05-18']"
2017-05-19,"['5.327000000000001', '-0.331', '7.557', '0.7490000000000001', '4.484', '0.185', '3.7880000000000003', '1.135', '498.0', '367.457', '179.614', '0.727', '0.514', '1.6230000000000002', '0.244', '2017-05-19']"
2017-05-20,"['-2.173', '-1.001', '7.4670000000000005', '-0.157', '-1.285', '-0.207', '3.665', '-0.294', '318.0', '377.42400000000004', '170.135', '-0.349', '0.516', '0.638', '-0.225', '2017-05-20']"
2017-05-21,"['0.8420000000000001', '-0.774', '7.475', '0.21600000000000003', '-0.256', '-0.12', '3.653', '-0.037000000000000005', '140.0', '378.82199999999995', '175.074', '-1.364', '0.414', '0.511', '0.069', '2017-05-21']"
2017-05-22,"['-0.703', '-1.296', '7.114', '0.083', '-0.003', '-0.379', '3.491', '0.10800000000000001', '300.0', '374.26', '175.245', '-0.424', '0.45299999999999996', '0.866', '-0.066', '2017-05-22']"
2017-05-23,"['-0.182', '-1.143', '7.093999999999999', '0.136', '-1.01', '-0.409', '3.49', '-0.172', '453.0', '372.791', '179.56099999999998', '0.447', '0.42200000000000004', '1.472', '0.287', '2017-05-23']"
2017-05-24,"['3.54', '-0.46799999999999997', '7.061', '0.568', '1.4140000000000001', '-0.11900000000000001', '3.483', '0.44', '459.0', '371.009', '178.597', '0.493', '0.368', '1.42', '-0.149', '2017-05-24']"
2017-05-25,"['6.858', '-0.179', '7.182', '0.98', '5.053999999999999', '0.134', '3.662', '1.344', '620.0', '382.47', '187.52', '1.2670000000000001', '0.381', '1.893', '0.18899999999999997', '2017-05-25']"
